nltcs,5,0.1,10,gtest,gmm,-5.99506635286,-6.06044155652,21.708635568618774,0.0,0.0
nltcs,10,0.1,10,gtest,gmm,-6.0395005479,-6.08775675072,57.22557234764099,0.0,0.0
nltcs,15,0.1,10,gtest,gmm,-6.08240290399,-6.11718438564,52.478546380996704,0.0,0.0
nltcs,20,0.1,10,gtest,gmm,-6.09501146701,-6.10041351376,51.48909568786621,0.0,0.0
nltcs,5,0.1,10,gtest,kmeans,-6.00434369387,-6.05754456551,90.99690794944763,0.0,0.0
nltcs,10,0.1,10,gtest,kmeans,-6.0369109749,-6.06787288145,84.24668169021606,0.0,0.0
nltcs,15,0.1,10,gtest,kmeans,-6.06066261078,-6.08948772643,75.27400588989258,0.0,0.0
nltcs,20,0.1,10,gtest,kmeans,-6.0768886069,-6.10569261447,77.22684931755066,0.0,0.0
nltcs,None,0.1,10,mi,gmm,-6.52272561403,-6.5598530917,6.218394994735718,0.0,0.0
nltcs,None,0.1,10,mi,gmm,-6.14688143656,-6.18962982262,14.725865840911865,0.0,0.0
nltcs,None,0.1,10,mi,gmm,-5.90055558077,-6.12290624918,96.52192449569702,0.0,0.0
nltcs,None,0.1,10,mi,gmm,-5.87059104018,-6.13702808259,139.24732065200806,0.0,0.0
nltcs,None,0.1,10,mi,kmeans,-6.53519477399,-6.57825994646,6.2525012493133545,0.0,0.0
nltcs,None,0.1,10,mi,kmeans,-6.32476608449,-6.3413342434,8.979807138442993,0.0,0.0
nltcs,None,0.1,10,mi,kmeans,-6.01420626834,-6.0828951595,42.46800184249878,0.0,0.0
nltcs,None,0.1,10,mi,kmeans,-5.88258767599,-6.1282558165,241.22397637367249,0.0,0.0
nltcs,5,0.1,50,gtest,gmm,-5.99948583912,-6.06991737483,64.46221852302551,0.0,0.0
nltcs,10,0.1,50,gtest,gmm,-6.04287289353,-6.08640853662,58.75236892700195,0.0,0.0
nltcs,15,0.1,50,gtest,gmm,-6.07713240886,-6.11153304036,56.70508050918579,0.0,0.0
nltcs,20,0.1,50,gtest,gmm,-6.09507008904,-6.10056516121,55.99575924873352,0.0,0.0
nltcs,5,0.1,50,gtest,kmeans,-6.00557735809,-6.05841536406,104.74076247215271,0.0,0.0
nltcs,10,0.1,50,gtest,kmeans,-6.0369048358,-6.06778785776,91.00390791893005,0.0,0.0
nltcs,15,0.1,50,gtest,kmeans,-6.06066261078,-6.08948772643,78.77505731582642,0.0,0.0
nltcs,20,0.1,50,gtest,kmeans,-6.0768886069,-6.10569261447,79.96574783325195,0.0,0.0
nltcs,None,0.1,50,mi,gmm,-6.52272561403,-6.5598530917,6.756511211395264,0.0,0.0
nltcs,None,0.1,50,mi,gmm,-6.15313903191,-6.18522731421,13.742274045944214,0.0,0.0
nltcs,None,0.1,50,mi,gmm,-5.98276447183,-6.09199617249,28.771162271499634,0.0,0.0
nltcs,None,0.1,50,mi,gmm,-5.98068562013,-6.09795324239,38.745962142944336,0.0,0.0
nltcs,None,0.1,50,mi,kmeans,-6.53519477399,-6.57825994646,6.501013994216919,0.0,0.0
nltcs,None,0.1,50,mi,kmeans,-6.32476608449,-6.3413342434,9.023894309997559,0.0,0.0
nltcs,None,0.1,50,mi,kmeans,-6.02724494926,-6.08515035503,33.766565799713135,0.0,0.0
nltcs,None,0.1,50,mi,kmeans,-5.95152600437,-6.08712876199,71.46996831893921,0.0,0.0
nltcs,5,0.1,100,gtest,gmm,-6.01747222634,-6.08137379279,66.99733996391296,0.0,0.0
nltcs,10,0.1,100,gtest,gmm,-6.04537014148,-6.09126450777,61.98376989364624,0.0,0.0
nltcs,15,0.1,100,gtest,gmm,-6.083763972,-6.1108287888,56.75712728500366,0.0,0.0
nltcs,20,0.1,100,gtest,gmm,-6.09417832425,-6.1017940424,60.74554944038391,0.0,0.0
nltcs,5,0.1,100,gtest,kmeans,-6.00758966307,-6.05807044873,109.4998517036438,0.0,0.0
nltcs,10,0.1,100,gtest,kmeans,-6.03787702458,-6.06884104768,91.2510256767273,0.0,0.0
nltcs,15,0.1,100,gtest,kmeans,-6.06066261078,-6.08948772643,84.71205282211304,0.0,0.0
nltcs,20,0.1,100,gtest,kmeans,-6.0768886069,-6.10569261447,86.99724054336548,0.0,0.0
nltcs,None,0.1,100,mi,gmm,-6.52272561403,-6.5598530917,6.527174234390259,0.0,0.0
nltcs,None,0.1,100,mi,gmm,-6.17055141759,-6.19082514166,12.991731882095337,0.0,0.0
nltcs,None,0.1,100,mi,gmm,-6.01216801731,-6.08710668924,17.83285164833069,0.0,0.0
nltcs,None,0.1,100,mi,gmm,-6.01139798239,-6.09283956001,21.000998735427856,0.0,0.0
nltcs,None,0.1,100,mi,kmeans,-6.53519477399,-6.57825994646,6.014509677886963,0.0,0.0
nltcs,None,0.1,100,mi,kmeans,-6.32476608449,-6.3413342434,8.517868995666504,0.0,0.0
nltcs,None,0.1,100,mi,kmeans,-6.03357529778,-6.08319272191,28.76250720024109,0.0,0.0
nltcs,None,0.1,100,mi,kmeans,-5.97786585143,-6.07251408504,47.03435444831848,0.0,0.0
nltcs,5,0.1,500,gtest,gmm,-6.16583032887,-6.19465309154,46.740256786346436,0.0,0.0
nltcs,10,0.1,500,gtest,gmm,-6.1591105273,-6.17415796783,47.74091672897339,0.0,0.0
nltcs,15,0.1,500,gtest,gmm,-6.17507043582,-6.20123186367,50.47364807128906,0.0,0.0
nltcs,20,0.1,500,gtest,gmm,-6.1570714917,-6.17241924598,48.747007608413696,0.0,0.0
nltcs,5,0.1,500,gtest,kmeans,-6.05156609336,-6.0864947644,83.27239346504211,0.0,0.0
nltcs,10,0.1,500,gtest,kmeans,-6.05800103035,-6.0864560453,81.24298405647278,0.0,0.0
nltcs,15,0.1,500,gtest,kmeans,-6.07315371656,-6.09961918242,75.33970761299133,0.0,0.0
nltcs,20,0.1,500,gtest,kmeans,-6.08153647675,-6.10907401168,78.03405976295471,0.0,0.0
nltcs,None,0.1,500,mi,gmm,-6.52272561403,-6.5598530917,5.976599931716919,0.0,0.0
nltcs,None,0.1,500,mi,gmm,-6.22352861815,-6.23809672213,10.000211238861084,0.0,0.0
nltcs,None,0.1,500,mi,gmm,-6.16512473179,-6.18624530301,11.001821279525757,0.0,0.0
nltcs,None,0.1,500,mi,gmm,-6.16807010372,-6.19079056819,10.492154836654663,0.0,0.0
nltcs,None,0.1,500,mi,kmeans,-6.53519477399,-6.57825994646,6.261447429656982,0.0,0.0
nltcs,None,0.1,500,mi,kmeans,-6.32476608449,-6.3413342434,8.481607437133789,0.0,0.0
nltcs,None,0.1,500,mi,kmeans,-6.06846281688,-6.09842263855,18.47437858581543,0.0,0.0
nltcs,None,0.1,500,mi,kmeans,-6.05409089062,-6.08692914712,21.468510150909424,0.0,0.0
